,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
8686784,-122.0938999,37.3541474,1449,TOPAR AVE,,LOS ALTOS,,,94024,,44e478688de53f0a
8686792,-122.0905849,37.365883,955,GOLDEN WAY,,LOS ALTOS,,,94024,,0dfa042a1c992804
8686796,-122.110005,37.3762484,180,MARVIN AVE,,LOS ALTOS,,,94022,,a169bea4b1594e39
8686812,-122.0957803,37.3783876,221,S SPRINGER RD,,LOS ALTOS,,,94024,,e152069d4f3ef11b
8686826,-122.1064228,37.3761299,357,S GORDON WAY,,LOS ALTOS,,,94022,,fdc69c4fcfeed67a
8686902,-122.0952624,37.3609108,723,BRENTWOOD CT,,LOS ALTOS,,,94024,,346cd96d34a1217b
8686927,-122.1013718,37.3877716,354,N CLARK AVE,,LOS ALTOS,,,94022,,a46ba03fe6903117
8686945,-122.1053273,37.3770459,314,S EL MONTE AVE,,LOS ALTOS,,,94022,,57206b3a3858e648
8686986,-122.1110044,37.3975256,22,LOS ALTOS SQ,,LOS ALTOS,,,94022,,023cacacf6063cf3
8687029,-122.0714794,37.3360269,1534,VINEYARD DR,,LOS ALTOS,,,94024,,6fda736c85c436cb
8687093,-122.1085651,37.3682033,853,CARNATION CT,,LOS ALTOS,,,94024,,3181e4cec1f454a2
8687109,-122.0716101,37.3379891,1528,WISTARIA CT,,LOS ALTOS,,,94024,,3ede1c58d98567bc
8687118,-122.0784777,37.3424319,1187,ST ANTHONY CT,,LOS ALTOS,,,94024,,9e6d62971b6a6310
8687270,-122.1279938,37.3957088,577,VAN BUREN ST,,LOS ALTOS,,,94022,,a7676d5662370958
8687297,-122.0726711,37.3445976,1480,HOLT AVE,,LOS ALTOS,,,94024,,de015d5535d057d1
8687301,-122.1229602,37.3839863,150,ALTA VISTA AVE,,LOS ALTOS,,,94022,,8de71409cd610848
8687397,-122.11382,37.3923942,611,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,c4542a2a4bf4dfb2
8687399,-122.0802464,37.3453774,1850,CAPISTRANO WAY,,LOS ALTOS,,,94024,,af5b81dad53fb05e
8687424,-122.0654792,37.3548819,1720,LARKELLEN LN,,LOS ALTOS,,,94024,,d250455062959a8d
8687446,-122.0867287,37.3411806,931,REGENT DR,,LOS ALTOS,,,94024,,679ee0cbda518e3d
8687454,-122.0976338,37.3618921,664,BERRY AVE,,LOS ALTOS,,,94024,,d8f1dae970cc4eb3
8687474,-122.1186034,37.3940478,689,LINDEN AVE,,LOS ALTOS,,,94022,,14f95b3a22cefaab
8687476,-122.0700117,37.3316681,2385,FRIARS LN,,LOS ALTOS,,,94024,,e25727a656ce5f2c
8687482,-122.0998386,37.3640925,1046,PARMA WAY,,LOS ALTOS,,,94024,,b06bdb7c62cd362a
8687490,-122.1063181,37.3874237,335,ALICIA WAY,,LOS ALTOS,,,94022,,e6e552bead9e03f9
8687500,-122.0699708,37.3323416,2355,FRIARS LN,,LOS ALTOS,,,94024,,14e80e75b4083373
8687503,-122.083404,37.3601102,1181,BUCKINGHAM DR,,LOS ALTOS,,,94024,,266f323489c9827c
8687536,-122.1273104,37.3927902,628,TWELVE ACRES DR,,LOS ALTOS,,,94022,,5dcd190c7ebcc146
8687574,-122.0792217,37.3620043,1170,VOLTI LN,,LOS ALTOS,,,94024,,b6faaabcde731f61
8687624,-122.0806585,37.3422487,2001,STONEHAVEN DR,,LOS ALTOS,,,94024,,1f0e3b05e3aa9238
8687630,-122.1111731,37.366415,842,NASH RD,,LOS ALTOS,,,94024,,294cc3759e09871c
8687690,-122.1060334,37.3836315,132,SUNKIST LN,,LOS ALTOS,,,94022,,d842bd3ad20557dd
8687797,-122.0855552,37.3426221,1028,YORKSHIRE DR,,LOS ALTOS,,,94024,,567b0708fa0d48e4
8687798,-122.1116931,37.3634,24621,SUMMERHILL CT,,LOS ALTOS,,,94024,,89e207ac3312bf00
8687836,-122.1239678,37.3992916,448,TRAVERSO AVE,,LOS ALTOS,,,94022,,f4fac9c878e821b4
8687846,-122.0699744,37.3424967,1985,ALFORD AVE,,LOS ALTOS,,,94024,,b38c7411caf0a23e
8687850,-122.0915077,37.3523395,1545,COUNTRY CLUB DR,,LOS ALTOS,,,94024,,3d86e500d03897ea
8687950,-122.1090536,37.3956681,211,PORTOLA CT,,LOS ALTOS,,,94022,,6ec85ea54bc28b7a
8688006,-122.1075778,37.3843739,162,N GORDON WAY,,LOS ALTOS,,,94022,,480918b7377ad791
8688016,-122.1067215,37.3832924,315,ANGELA CT,,LOS ALTOS,,,94022,,c02cae219c82f56f
8688088,-122.1001764,37.3618684,1130,BORDER RD,,LOS ALTOS,,,94024,,6bff3deac62a0fc1
8688099,-122.0952092,37.3619636,727,ALVINA CT,,LOS ALTOS,,,94024,,6f714576fc007c58
8688157,-122.121695,37.3953127,744,LOS ALTOS AVE,,LOS ALTOS,,,94022,,ea14c6bbf036425d
8688159,-122.0684274,37.3425559,1959,CHURTON AVE,,LOS ALTOS,,,94024,,4df1b75b7e6f1ce5
8688276,-122.1111521,37.3984658,7,LOS ALTOS SQ,,LOS ALTOS,,,94022,,d41151915b94b9ee
8688282,-122.0984518,37.3562169,1416,FAIRWAY DR,,LOS ALTOS,,,94024,,6ecebc66b0f06072
8688291,-122.1155392,37.3709697,680,ORANGE AVE,,LOS ALTOS,,,94022,,2a708a352c43d645
8688309,-122.0784539,37.3496098,1268,NIGHTINGALE CT,,LOS ALTOS,,,94024,,9660f42260074305
8688314,-122.1108126,37.3757099,151,LYELL ST,,LOS ALTOS,,,94022,,e831d8f94958287e
8688324,-122.0848977,37.3635236,1066,MUIR WAY,,LOS ALTOS,,,94024,,84a4ff264ace0ff3
8688351,-122.0845727,37.3581029,1345,HOLLY AVE,,LOS ALTOS,,,94024,,d4d4326cdf773745
8688353,-122.0738961,37.354566,1510,JULIE LN,,LOS ALTOS,,,94024,,85951a90dd5fd2a8
8688357,-122.1235115,37.3901838,431,HACIENDA WAY,,LOS ALTOS,,,94022,,ed9506afe7216777
8688361,-122.093813,37.3620128,751,ALVINA CT,,LOS ALTOS,,,94024,,92ddfb602977dc5f
8688381,-122.1199933,37.3898754,479,LOS ALTOS AVE,,LOS ALTOS,,,94022,,1c9b7ff87ee6f8e9
8688480,-122.0839871,37.3644012,1102,COVINGTON RD,,LOS ALTOS,,,94024,,e96b671e0a2c4ec1
8688519,-122.1042107,37.3864335,277,AVALON DR,,LOS ALTOS,,,94022,,69c360a3d4350f5b
8688567,-122.0858553,37.3588684,1311,MCKENZIE AVE,,LOS ALTOS,,,94024,,1f03a2d30a42c38c
8688568,-122.122472,37.4011253,1031,ESTRELLITA WAY,,LOS ALTOS,,,94022,,72554d7051772654
8688608,-122.0859202,37.3580353,1343,MCKENZIE AVE,,LOS ALTOS,,,94024,,83fa9d54a1c2fa6b
8688671,-122.1078472,37.3653921,918,STAGI CT,,LOS ALTOS,,,94024,,2579be4ef28cf629
8688734,-122.0955063,37.3784517,713,TERRACE CT,,LOS ALTOS,,,94024,,dd4fe9921b9d095e
8688737,-122.1273177,37.3945426,668,MEADOW LN,,LOS ALTOS,,,94022,,27309bab0459bd3a
8688797,-122.1196901,37.3911321,424,BECKER LN,,LOS ALTOS,,,94022,,5406e8504893e72b
8688822,-122.1155472,37.3982323,48,PASA ROBLES AVE,,LOS ALTOS,,,94022,,6593903d7938056e
8688852,-122.1189161,37.3751231,418,UNIVERSITY AVE,,LOS ALTOS,,,94022,,e31ac1c9429e2239
8688915,-122.0864204,37.3418879,975,REGENT DR,,LOS ALTOS,,,94024,,cb407c0edc5c9275
8688931,-122.0754196,37.3548532,1400,RANCHITA DR,,LOS ALTOS,,,94024,,8a854d0a51b65f16
8688945,-122.0946709,37.3541588,1436,TOPAR AVE,,LOS ALTOS,,,94024,,147e076120750cdc
8688963,-122.1134666,37.3983406,88,CHESTER CIR,,LOS ALTOS,,,94022,,357a22f840faef9d
8688972,-122.0622258,37.3543073,1425,BROOKMILL RD,,LOS ALTOS,,,94024,,1e9171cd3ef0dcf6
8689073,-122.1189203,37.3830999,218,MT HAMILTON AVE,,LOS ALTOS,,,94022,,82ce41f19cb8bbd5
8689104,-122.1237421,37.3900213,441,HACIENDA WAY,,LOS ALTOS,,,94022,,e55ee20422eaf9fe
8689144,-122.0804439,37.3545493,1203,LISA LN,,LOS ALTOS,,,94024,,2c5878de1d16ed93
8689196,-122.1008082,37.3760941,562,PACO DR,,LOS ALTOS,,,94024,,848fcf29e4d876d4
8689298,-122.115054,37.3805245,100,MAIN ST,,LOS ALTOS,,,94022,,8411772856066633
8689331,-122.0750323,37.3417064,421,DEODARA DR,,LOS ALTOS,,,94024,,b5ed8e61cbb7d96f
8689388,-122.0834006,37.3648184,1109,COVINGTON RD,,LOS ALTOS,,,94024,,98e1e2da8a335061
8689426,-122.0725246,37.3575785,1379,CHELSEA DR,,LOS ALTOS,,,94024,,1d8557611bd35294
8689430,-122.1266232,37.3961674,784,DIXON WAY,,LOS ALTOS,,,94022,,e8833f49980be9ec
8689451,-122.1225653,37.3822859,371,WAREC WAY,,LOS ALTOS,,,94022,,24a1170109442006
8689465,-122.0977513,37.3685132,650,BIRCHWOOD CT,,LOS ALTOS,,,94024,,caf9ea47ca5908ed
8689493,-122.0997123,37.3434131,10840,W LOYOLA DR,,LOS ALTOS,,,94024,,2a42ddccc84034a1
8689573,-122.069413,37.3411582,2018,FARNDON AVE,,LOS ALTOS,,,94024,,3f63c28120b63029
8689594,-122.1139595,37.3999599,987,N SAN ANTONIO RD,,LOS ALTOS,,,94022,,acd2a07df18f61f8
8689639,-122.0637554,37.3570255,1739,OAK AVE,,LOS ALTOS,,,94024,,246664248aff0572
8689699,-122.1073995,37.3666563,890,UNIVERSITY AVE,,LOS ALTOS,,,94024,,42d9901c396efae8
8689700,-122.1010849,37.3687699,549,HARRINGTON AVE,,LOS ALTOS,,,94024,,c8263ab4ecbc4825
8689742,-122.1202978,37.4020014,1079,LOS ALTOS AVE,,LOS ALTOS,,,94022,,878278e34017d133
8689798,-122.0816852,37.3662067,930,O'DELL WAY,,LOS ALTOS,,,94024,,e00ecf11b8b2391e
8689846,-122.0653084,37.3395046,2077,EUGENIA WAY,,LOS ALTOS,,,94024,,5fb2e975a137b85c
8689908,-122.072216,37.3365389,2235,SYCAMORE CT,,LOS ALTOS,,,94024,,a6ba2ea0ed64e847
8689909,-122.1192199,37.3737399,3,ADOBE CREEK WAY,,LOS ALTOS,,,94022,,4a8a30865c3dbc3c
8689943,-122.1162961,37.3762058,355,1ST ST,,LOS ALTOS,,,94022,,3ff76e268149778f
8689949,-122.0984367,37.3775411,641,GIRALDA DR,,LOS ALTOS,,,94024,,2a41e448ef7993cd
8690091,-122.1016982,37.3644709,1025,CAMPBELL AVE,,LOS ALTOS,,,94024,,5adfb1fe09b0524a
8690095,-122.1069957,37.3889967,421,CASITA WAY,,LOS ALTOS,,,94022,,8564e036035aba0b
8690112,-122.1117941,37.3975835,39,LOS ALTOS SQ,,LOS ALTOS,,,94022,,6eaa1047d38685f1
8690117,-122.1040975,37.3544038,420,MAGDALENA AVE,,LOS ALTOS,,,94024,,60af7a8b0bf9b0bc
8690157,-122.1258241,37.3907781,461,JUANITA WAY,,LOS ALTOS,,,94022,,7cea4589f07a7fb6
8690161,-122.1239151,37.3916478,391,JUANITA WAY,,LOS ALTOS,,,94022,,032bba74d8215684
8690215,-122.081287,37.3543896,1158,LISA LN,,LOS ALTOS,,,94024,,383d45be9a37fb11
8690291,-122.107018,37.3788329,191,S GORDON WAY,,LOS ALTOS,,,94022,,3c0c9996f76f014f
8690358,-122.0771822,37.3470696,1318,MIDDLETON CT,,LOS ALTOS,,,94024,,8d9b075a2798b13c
8690382,-122.1047556,37.3872831,331,SUNKIST CT,,LOS ALTOS,,,94022,,42d36bac8f8e20be
8690442,-122.1079514,37.36096,24381,SUMMERHILL AVE,,LOS ALTOS,,,94024,,f25dc02a3ffb4640
8690444,-122.1179408,37.3838057,125,BRIDGTON CT,,LOS ALTOS,,,94022,,8de10c7a8cb22128
8690476,-122.1025512,37.3743947,482,SAN LUIS AVE,,LOS ALTOS,,,94024,,3f19f48a6add1be4
8690479,-122.0877095,37.3594889,979,ALTOS OAKS DR,,LOS ALTOS,,,94024,,e3aa34cc050f5856
8690574,-122.0728521,37.3482924,1457,MORTON AVE,,LOS ALTOS,,,94024,,511cbdd50010be08
8690585,-122.0917468,37.3667875,905,SEENA AVE,,LOS ALTOS,,,94024,,b17f445f256819d1
8690591,-122.0885239,37.3437383,965,ST JOSEPH AVE,,LOS ALTOS,,,94024,,e4b87eceb6400919
8690625,-122.0911631,37.3528001,1542,ARBOR AVE,,LOS ALTOS,,,94024,,744166392bc77e6c
8690627,-122.1160504,37.4012744,1055,RILMA LN,,LOS ALTOS,,,94022,,ebe4eb642aa67aad
8690695,-122.0823306,37.3515105,1635,KENSINGTON AVE,,LOS ALTOS,,,94024,,b8f363d147185845
8690720,-122.078215,37.3648498,1007,E ROSE CIR,,LOS ALTOS,,,94024,,57ade4b024048981
8690815,-122.078597,37.3565437,1442,FOWLER LN,,LOS ALTOS,,,94024,,a5cec165d3673289
8690825,-122.1090109,37.3654119,908,MADONNA WAY,,LOS ALTOS,,,94024,,f44ac204541162a1
8690835,-122.0879007,37.3534871,963,FREMONT AVE,,LOS ALTOS,,,94024,,dd503f73c1f3f172
8690852,-122.0686398,37.3505409,1554,CLAY DR,,LOS ALTOS,,,94024,,dafb00732291a62a
8690894,-122.0688343,37.3416165,2000,FARNDON AVE,,LOS ALTOS,,,94024,,10baf97d4f4025ba
8690896,-122.1133819,37.3995229,942,ACACIA AVE,,LOS ALTOS,,,94022,,31947b5d39079e19
8690899,-122.0873234,37.3571914,966,MANOR WAY,,LOS ALTOS,,,94024,,618fac6bcff7eba0
8690900,-122.0889246,37.3570704,1417,AURA WAY,,LOS ALTOS,,,94024,,967675ab346745ae
8690901,-122.0883701,37.3606521,1245,MIRAFLORES WAY,,LOS ALTOS,,,94024,,4631db380edf591e
8690902,-122.0886689,37.3515135,999,TERRACE DR,,LOS ALTOS,,,94024,,a4475d8a972a899e
8690903,-122.0896028,37.3527612,1567,ARBOR AVE,,LOS ALTOS,,,94024,,166983b02e903e8b
8690913,-122.0610992,37.3300346,10500,CRESTON DR,,LOS ALTOS,,,94024,,4f06ed5bdd4ae2df
8690992,-122.0848384,37.3605688,1041,DARTMOUTH LN,,LOS ALTOS,,,94024,,a4e4bbc54a2af2b6
8690993,-122.0794674,37.3391251,1224,VIA HUERTA,,LOS ALTOS,,,94024,,0e2ce31007b1a194
8690995,-122.1000607,37.3865094,595,JAY ST,,LOS ALTOS,,,94022,,080022e98efed44a
8691041,-122.0881725,37.3536642,955,FREMONT AVE,,LOS ALTOS,,,94024,,15c01d885e6f121f
8691043,-122.0876751,37.3551138,979,LORAINE AVE,,LOS ALTOS,,,94024,,dbd61031dc38c7e5
8691044,-122.0870751,37.3550685,999,LORAINE AVE,,LOS ALTOS,,,94024,,08a9ad40b90ffd9f
8691046,-122.1008215,37.3802472,116,S CLARK AVE,,LOS ALTOS,,,94024,,59dd510f559c3576
8691056,-122.1014707,37.3639741,521,FREMONT AVE,,LOS ALTOS,,,94024,,41e08985db13f5d6
8691087,-122.1043054,37.3786641,417,DRACENA LN,,LOS ALTOS,,,94022,,a5eacb30816231b4
8691090,-122.1136387,37.3961105,29,SAN JUAN CT,,LOS ALTOS,,,94022,,10011d930e6efb44
8691122,-122.0898112,37.3479675,895,TERRACE DR,,LOS ALTOS,,,94024,,9b14f9096eaf7c57
8691125,-122.1160486,37.3932425,659,TOMI LEA ST,,LOS ALTOS,,,94022,,35e0917d0c3fc745
8691335,-122.0676984,37.331916,22458,AINSWORTH DR,,LOS ALTOS,,,94024,,f573114784c4c23f
8691348,-122.1087539,37.3646655,307,QUINNHILL AVE,,LOS ALTOS,,,94024,,7f5b524cae455d45
8691356,-122.0862622,37.3499656,948,LUNDY LN,,LOS ALTOS,,,94024,,7ff3cfecf791df0a
8691359,-122.0880075,37.3512502,982,TERRACE DR,,LOS ALTOS,,,94024,,b38fdb76c38c6e96
8691360,-122.0862086,37.3473527,1314,MONTCLAIRE WAY,,LOS ALTOS,,,94024,,842642ffd2ad1898
8691415,-122.0767893,37.341496,25,FARM RD,,LOS ALTOS,,,94024,,282db40090d8f28f
8691422,-122.1028342,37.3805218,460,AZALEA WAY,,LOS ALTOS,,,94022,,1e388d9992ada5fa
8691475,-122.0671011,37.3526408,1640,WAKEFIELD TER,,LOS ALTOS,,,94024,,4b22edd8f3cd9a48
8691478,-122.1110066,37.3674721,847,STARLITE LN,,LOS ALTOS,,,94024,,8a38d625d3e57b4c
8691518,-122.09709,37.3466022,640,OAK RIDGE DR,,LOS ALTOS,,,94024,,b52f23c3ec9daa91
8691620,-122.1204546,37.3854328,291,SURREY PL,,LOS ALTOS,,,94022,,48da2de5b371478f
8691636,-122.0862378,37.3623302,1001,SUFFOLK WAY,,LOS ALTOS,,,94024,,e762704cdc344906
8691637,-122.0895335,37.3432594,2061,LONGDEN CIR,,LOS ALTOS,,,94024,,54a3f2fcf9e440b1
8691638,-122.0884197,37.3590989,958,ALTOS OAKS DR,,LOS ALTOS,,,94024,,a8094b7fd6b12b6e
8691640,-122.0889597,37.3498447,1629,CORTE VIA,,LOS ALTOS,,,94024,,7efaeef417d0d91b
8691642,-122.0879953,37.3499234,950,TERRACE DR,,LOS ALTOS,,,94024,,1157925d93838c2b
8691776,-122.0923624,37.3838783,790,VISTA GRANDE AVE,,LOS ALTOS,,,94024,,794b512ab4c33a63
8691780,-122.1044583,37.3428455,10515,BERKSHIRE DR,,LOS ALTOS,,,94024,,5c1b3c70e76e8e2f
8691832,-122.1037058,37.3855257,226,SOLANA DR,,LOS ALTOS,,,94022,,c79a3ba2d26bddb5
8691838,-122.1127658,37.3735514,527,TYNDALL ST,,LOS ALTOS,,,94022,,712e838940435cef
8691840,-122.0673335,37.3479736,1647,MORTON AVE,,LOS ALTOS,,,94024,,71161cc1f5e5a325
8691902,-122.1238032,37.4010629,1041,MUNDELL CT,,LOS ALTOS,,,94022,,f7b64c5ef1f8dbcc
8691907,-122.0802783,37.3628223,1215,ALTAMEAD DR,,LOS ALTOS,,,94024,,25824cb7822bacc7
8691929,-122.1047534,37.3485742,11339,EASTBROOK AVE,,LOS ALTOS,,,94024,,e16dbf1254784a5d
8691932,-122.1075707,37.3736503,521,S EL MONTE AVE,,LOS ALTOS,,,94022,,eb44452cecad6f12
8691949,-122.1123384,37.3711318,667,WASHINGTON ST,,LOS ALTOS,,,94022,,9f299c76371b72ef
8691997,-122.1220851,37.3974224,829,SANTA RITA AVE,,LOS ALTOS,,,94022,,d407398a2704e5c8
8692210,-122.0860951,37.3662707,1021,ALEGRE AVE,,LOS ALTOS,,,94024,,4f73776f6ef20e9f
8692217,-122.110578,37.3815886,167,E EDITH AVE,,LOS ALTOS,,,94022,,4a0187a991767764
8692331,-122.0862219,37.3429097,1989,KENT DR,,LOS ALTOS,,,94024,,9176c7a6b9c41caa
8692402,-122.0648039,37.3331551,10620,CRESTON DR,,LOS ALTOS,,,94024,,fb1eb7e213dcb2fd
8692408,-122.1121997,37.3929274,85,ALVARADO AVE,,LOS ALTOS,,,94022,,ef67978679b413f4
8692411,-122.1121161,37.3766204,101,MARVIN AVE,,LOS ALTOS,,,94022,,97a725fab59ec2b5
8692463,-122.0751605,37.3402818,32,FARM RD,,LOS ALTOS,,,94024,,d1a18706c1c3bfe3
8692490,-122.1006465,37.3552228,1513,FAIRWAY DR,,LOS ALTOS,,,94024,,207a7314708b23ee
8692519,-122.1156732,37.3978487,71,DEL MONTE AVE,,LOS ALTOS,,,94022,,5e939ab161eb6805
8692551,-122.098411,37.3784342,641,HAWTHORNE AVE,,LOS ALTOS,,,94024,,b218ebd141c374d1
8692580,-122.0726455,37.3374973,11050,BEECHWOOD LN,,LOS ALTOS,,,94024,,6c8a5374ddbb8cd0
8692592,-122.1039315,37.3671845,374,COVINGTON RD,,LOS ALTOS,,,94024,,d881b0c03f84fa5b
8692642,-122.0689243,37.3403297,2066,CRIST DR,,LOS ALTOS,,,94024,,5080351246a896fe
8692679,-122.1094124,37.3765394,209,MARVIN AVE,,LOS ALTOS,,,94022,,bb0438c64c46af71
8692703,-122.1042021,37.3861946,265,AVALON DR,,LOS ALTOS,,,94022,,fdf6a1b6c7273056
8692735,-122.0645704,37.3469749,1751,LANTIS LN,,LOS ALTOS,,,94024,,8c25cda1cc94836b
8692743,-122.0994115,37.3840049,140,EL MONTE CT,,LOS ALTOS,,,94022,,ecd9768dab43da30
8692795,-122.0967831,37.3802116,681,SPRINGER TER,,LOS ALTOS,,,94024,,0b2d304ae60408f2
8692804,-122.118242,37.3826148,69,OAK ST,,LOS ALTOS,,,94022,,b7d2aaf2d4824614
8692867,-122.0669723,37.3491266,1664,CLAY DR,,LOS ALTOS,,,94024,,935d28cbcdbb12c1
8692868,-122.099044,37.3756842,623,BENVENUE AVE,,LOS ALTOS,,,94024,,d8265a1ad856983b
8692908,-122.0980015,37.3427277,11029,EASTBROOK AVE,,LOS ALTOS,,,94024,,ad4e3e52b5c5e1a0
8692914,-122.1108995,37.3746292,456,GABILAN ST,3,LOS ALTOS,,,94022,,2026cfcc3ffe1422
8692935,-122.1132316,37.3869882,44,STUART CT,,LOS ALTOS,,,94022,,32d00da933d70855
8692976,-122.1071802,37.3959657,299,MARICH WAY,,LOS ALTOS,,,94022,,e3850d68fbcb3460
8693057,-122.1182632,37.3940745,688,KINGSWOOD WAY,,LOS ALTOS,,,94022,,b2cf567e7b47e6a8
8693058,-122.1042722,37.3848093,181,AVALON DR,,LOS ALTOS,,,94022,,b3ebc28fed1cd6bb
8693064,-122.1215819,37.384714,340,MARIPOSA AVE,,LOS ALTOS,,,94022,,0a95e4e51d221a48
8693088,-122.1158024,37.3664337,22,BAY TREE LN,,LOS ALTOS,,,94022,,3dbc18d571bde529
8693169,-122.087089,37.3544156,991,DOLORES AVE,,LOS ALTOS,,,94024,,69a0bf1d96fa64a4
8693208,-122.1028656,37.380222,473,SANTA BARBARA DR,,LOS ALTOS,,,94022,,7740c1adcc1f1e42
8693224,-122.1176094,37.367079,35,DEEP WELL LN,,LOS ALTOS,,,94022,,20e3df8768c70c5e
8693299,-122.1092701,37.3681799,841,CARNATION CT,,LOS ALTOS,,,94024,,178cf959282cb8c5
8693347,-122.0865827,37.3569852,1427,MIRAMONTE AVE,,LOS ALTOS,,,94024,,cab4353502490ea1
8693354,-122.075804,37.3468107,1829,MIDDLETON AVE,,LOS ALTOS,,,94024,,f9ac70f223b2f58b
8693417,-122.0957207,37.3546582,1421,COUNTRY CLUB DR,,LOS ALTOS,,,94024,,c7d551d1164e2d8c
8693424,-122.0725713,37.3584898,1339,CHELSEA DR,,LOS ALTOS,,,94024,,85ca32879e9bfd17
8693428,-122.1101371,37.3673686,854,RENETTA CT,,LOS ALTOS,,,94024,,22068f2d695d3b31
8693442,-122.1154634,37.3703307,719,UNIVERSITY AVE,,LOS ALTOS,,,94022,,89d3b373768a6693
8693626,-122.0781488,37.3542231,1512,GRANT RD,,LOS ALTOS,,,94024,,78ab795552955311
8693645,-122.0806403,37.3392741,2148,SIERRA VENTURA DR,,LOS ALTOS,,,94024,,5e6f773136e072e5
8693652,-122.0835962,37.3407724,910,OXFORD DR,,LOS ALTOS,,,94024,,a4056cdfa1394b1c
8693678,-122.1209425,37.3979161,841,LOS ALTOS AVE,,LOS ALTOS,,,94022,,a477ca2265c4264e
8693724,-122.1072874,37.3648037,328,QUINNHILL AVE,,LOS ALTOS,,,94024,,fe7972320c96bc2d
8693726,-122.0947018,37.3551226,1380,COUNTRY CLUB DR,,LOS ALTOS,,,94024,,8b01e65c4d665dc5
8693728,-122.1084775,37.366051,914,MADONNA WAY,,LOS ALTOS,,,94024,,7db5d3714bbf46bd
8693762,-122.0706706,37.3491018,1533,BEN ROE AVE,,LOS ALTOS,,,94024,,00651fade2521765
8693809,-122.1084349,37.3794178,254,HILLVIEW AVE,,LOS ALTOS,,,94022,,acc3db0fb6e9ad18
8693923,-122.1109636,37.3835062,145,ANGELA DR,,LOS ALTOS,,,94022,,d7d5cf95ca0bb64f
8693959,-122.0997384,37.385926,610,JAY ST,,LOS ALTOS,,,94022,,c2b4efedb419e68d
8694039,-122.0721313,37.3487004,1482,BEN ROE AVE,,LOS ALTOS,,,94024,,152ef4a0ef7d6803
8694046,-122.1121482,37.3749169,430,LASSEN ST,9,LOS ALTOS,,,94022,,655423687a45da38
8694095,-122.0684422,37.3524361,1595,TRUMAN AVE,,LOS ALTOS,,,94024,,16245c0a7c9e6b47
8694163,-122.10849,37.3966756,245,MARICH WAY,,LOS ALTOS,,,94022,,2102d874ffcefead
8694172,-122.0928453,37.3479373,758,LOYOLA DR,,LOS ALTOS,,,94024,,5824258b80ee49a9
8694189,-122.1104813,37.3975356,65,LOS ALTOS SQ,,LOS ALTOS,,,94022,,597fbd6a620c677b
8694201,-122.1061844,37.3493594,11680,PUTTER WAY,,LOS ALTOS,,,94024,,e0137f16523ee2eb
8694225,-122.0866821,37.3414147,945,REGENT DR,,LOS ALTOS,,,94024,,a4f52f85bbfbf56b
8694261,-122.1193956,37.3889827,235,YERBA SANTA AVE,,LOS ALTOS,,,94022,,173d363f2a00d396
8694281,-122.1037494,37.387555,338,SOLANA DR,,LOS ALTOS,,,94022,,a62017a2d0f55118
8694292,-122.0827457,37.3469067,1224,EVA AVE,,LOS ALTOS,,,94024,,67603531149f1683
8694331,-122.0729287,37.3486622,1458,BEN ROE AVE,,LOS ALTOS,,,94024,,ab603dbf84722298
8694394,-122.1076982,37.3957196,294,MARICH WAY,,LOS ALTOS,,,94022,,d0b8be6f0add7580
8694431,-122.114059,37.3698446,749,UNIVERSITY AVE,,LOS ALTOS,,,94022,,60be3304755eaaf9
8694463,-122.1173902,37.3834974,145,MT HAMILTON AVE,,LOS ALTOS,,,94022,,675cc5e519ef82f0
8694571,-122.1098427,37.3676007,852,UNIVERSITY AVE,,LOS ALTOS,,,94024,,75b293222298c9b3
8694572,-122.1132755,37.374363,472,TYNDALL ST,,LOS ALTOS,,,94022,,f9b65ba21fba01d4
8694637,-122.0822467,37.3477128,1205,MONTE VERDE CT,,LOS ALTOS,,,94024,,c61a2768210df874
8694720,-122.0968871,37.3858797,684,JAY ST,,LOS ALTOS,,,94022,,07167b18171cb195
8694745,-122.0913189,37.3602722,1264,GOLDEN WAY,,LOS ALTOS,,,94024,,45bbeb16ce59bc24
8694788,-122.1202763,37.3870532,325,LOS ALTOS AVE,,LOS ALTOS,,,94022,,51f3bf03f8565dee
8694948,-122.093517,37.3524934,1505,ARRIBA CT,,LOS ALTOS,,,94024,,e47df742f6f04136
8694984,-122.0963415,37.3661564,940,S SPRINGER RD,,LOS ALTOS,,,94024,,7537572b29f0c560
8695014,-122.0699708,37.340692,2036,FARNDON AVE,,LOS ALTOS,,,94024,,cd3c12f0e90cdba7
8695028,-122.0794016,37.3449603,1885,CAPISTRANO WAY,,LOS ALTOS,,,94024,,d3f5886c6e0952cf
8695057,-122.100345,37.3832285,100,HIGGINS AVE,,LOS ALTOS,,,94022,,f4ca32a2ad9f66c0
8695060,-122.1151561,37.3691702,633,MILVERTON RD,,LOS ALTOS,,,94022,,2eea02acf589b420
8695063,-122.0755458,37.3543103,1377,GARTHWICK DR,,LOS ALTOS,,,94024,,2113aad8da3ef2cc
8695192,-122.0729207,37.3525272,1584,KATHY LN,,LOS ALTOS,,,94024,,2980ad2558b48668
8695255,-122.1039935,37.3381822,10275,KENBAR RD,,LOS ALTOS,,,94024,,f8381bfb0776b859
